objeto_y;nome_grupo;especificacao
REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS;GÊNEROS ALIMENTÍCIOS;GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.
Aquisição de gênero alimentício não perecíveis para atender o PNAE da rede municipal de ensino do Município de Caiçara no exercício de 2019.;GÊNEROS ALIMENTÍCIOS;GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.
REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS NÃO PERECÍVEIS;GÊNEROS ALIMENTÍCIOS;GÊNEROS DE ALIMENTAÇÃO AO NATURAL, BENEFICIADOS OU CONSERVADOS, TAIS COMO: AÇÚCAR, ADOÇANTE, ÁGUA MINERAL, BEBIDAS, CAFÉ, CARNES EM GERAL, CEREAIS, CHÁS, CONDIMENTOS, FRUTAS, GELO, LEGUMES, REFRIGERANTES, SUCOS, TEMPEROS, VERDURAS E AFINS.
CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS TIPO UTILITÁRIO, PASSEIO, DESTINADOS ATENDER ATIVIDADES DE TRANSPORTE DE ESTUDANTES DO MUNICÍPIO, CONFORME ESPECIFICAÇÕES DO EDITAL E SEUS ANEXOS, OS QUAIS SÃO PARTES INTEGRANTES DO MESMO.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa jurídica, para prestação de serviços de locação de veículos destinados ao transporte escolar e de logística da Secretaria de Educação da Prefeitura Municipal de Santa Rita, PB.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de serviços de locação de veículos tipo utilitário e passeio, destinados atender atividades de transporte de estudantes do município de Matureia e outras atividades, conforme especificações do edital e seus anexos, os quais são partes integrantes dos mesmos.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DA SAÚDE DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE SAÚDE.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULOS PARA O TRANSPORTE ALUNOS DA REDE DE ENSINO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Prestação de Serviços na locação de veículos para o Transporte de alunos da Rede Municipal de Ensino, destinado ao desenvolvimento e manutenção dos programas, ações e atividades da Secretaria de Educação da Prefeitura Municipal de Cacimbas <U+0096> PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Prestação de Serviços na locação de veículos para o Transporte de alunos da Rede Municipal de Ensino, destinado ao desenvolvimento e manutenção dos programas, ações e atividades da Secretaria de Educação da Prefeitura Municipal de Cacimbas <U+0096> PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DA SAÚDE DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE SAÚDE.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA JURÍDICA PARA A PRESTAÇÃO DE SERVIÇOS, LOCANDO VEICULO PARA REALIZAR O TRANSPORTE DE PACIENTES DAS COMUNIDADES RURAIS DE ARARUNA/PB, VISANDO REALIZAREM EXAMES ESPECIALIZADOS NA SEDE DO MUNICIPIO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAR SERVIÇOS DE LOCAÇÃO DE VEÍCULOS COM MOTORISTA E COMBUSTÍVEL INCLUSO, PARA ATENDER O TRANSPORTE ESCOLAR DESTE MUNICÍPIO, ASSIM COMO A DEMANDA DAS DEMAIS SECRETARIAS DA ADMINISTRAÇÃO MUNICIPAL, EXCETO PARA O FUNDO MUNICIPAL DE SAÚDE - EXERCÍCIO DE 2019;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DA SAÚDE DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE SAÚDE.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Prestação de Serviços na locação de veículos para o Transporte de alunos da Rede Municipal de Ensino, destinado ao desenvolvimento e manutenção dos programas, ações e atividades da Secretaria de Educação da Prefeitura Municipal de Cacimbas <U+0096> PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE SERVIÇOS DE TRANSPORTE E LOCAÇÃO DE VEÍCULOS PARA MANUTENÇÃO DAS ATIVIDADES DO FUNDO MUNICIPAL DE SAÚDE DE MAMANGUAPE;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoas físicas e/ou pessoa jurídica para a prestação de serviços na locação (aluguel) de 03 veículos com motoristas, destinados ao transporte escolar de alunos da rede municipal, conforme consta no Termo de Referência.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Prestação de Serviços na locação de veículos para o Transporte de alunos da Rede Municipal de Ensino, destinado ao desenvolvimento e manutenção dos programas, ações e atividades da Secretaria de Educação da Prefeitura Municipal de Cacimbas <U+0096> PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS COM MOTORISTA PARA TRANSPORTE DA SAÚDE DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE SAÚDE.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOAS FISICAS E/OU JURIDICAS PARA LOCAÇÃO DE VEÍCULOS DESTINADOS AOS SERVIÇOS DE TRANSPORTES NESTE MUNICIPIO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA JURÍDICA PARA A PRESTAÇÃO DE SERVIÇOS, LOCANDO VEICULO PARA REALIZAR O TRANSPORTE DE PACIENTES DAS COMUNIDADES RURAIS DE ARARUNA/PB, VISANDO REALIZAREM EXAMES ESPECIALIZADOS NA SEDE DO MUNICIPIO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoas físicas e/ou pessoa jurídica para a prestação de serviços na locação (aluguel) de 25 veículos com motoristas, destinados ao transporte escolar de alunos da rede municipal, conforme consta no Termo de Referência.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE SERVIÇOS DE TRANSPORTE E LOCAÇÃO DE VEÍCULO PARA MANUTENÇÃO DAS ATIVIDADES DAS DIVERSAS SECRETARIAS MUNICIPAIS DE MAMANGUAPE.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA (S) FÍSICA (S) OU JURÍDICA (S) PARA LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DESTINADOS A DIVERSOS SECRETARIAS DA PREFEITURA DE AROEIRAS;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de Pessoas Jurídicas para a prestação de serviços como aluguel de veículos para realizar viagens dentro e fora do município transportando pessoas carentes e servidores das Secretarias de Saúde, Ação Rural e Ação Social;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de serviços de locação de veículos tipo utilitário e passeio, destinados atender atividades de transporte de estudantes do município de Matureia e outras atividades, conforme especificações do edital e seus anexos, os quais são partes integrantes dos mesmos.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de serviço de transporte de passageiros e locação de veículos destinados à atender Secretarias da Administração Municipal - Cacimba de Dentro/PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação Visando a Prestação de Serviço de Locação de Veículos para o Transporte Escolar, para atender as necessidades da Secretaria de Educação do município de Fagundes - PB.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de Pessoas Jurídicas para a prestação de serviços como aluguel de veículos para realizar viagens dentro e fora do município transportando pessoas carentes e servidores das Secretarias de Saúde, Ação Rural e Ação Social;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ESTUDANTES DA REDE MUNICIPAL E ESTADUAL DE ENSINO DESTE MUNICÍPIO.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAR SERVIÇOS DE LOCAÇÃO DE VEÍCULOS COM MOTORISTA E COMBUSTÍVEL INCLUSO, PARA ATENDER O TRANSPORTE ESCOLAR DESTE MUNICÍPIO, ASSIM COMO A DEMANDA DAS DEMAIS SECRETARIAS DA ADMINISTRAÇÃO MUNICIPAL, EXCETO PARA O FUNDO MUNICIPAL DE SAÚDE - EXERCÍCIO DE 2019;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA JURÍDICA PARA PRESTAR SERVIÇOS DE LOCAÇÃO DE VEÍCULOS COM MOTORISTA E COMBUSTÍVEL INCLUSO, PARA ATENDER O TRANSPORTE ESCOLAR DESTE MUNICÍPIO, ASSIM COMO A DEMANDA DAS DEMAIS SECRETARIAS DA ADMINISTRAÇÃO MUNICIPAL, EXCETO PARA O FUNDO MUNICIPAL DE SAÚDE - EXERCÍCIO DE 2019;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEICULOS DESTINADOS AO TRANSPORTE ESCOLAR DA REDE MUNICIPAL DE ENSINO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de Pessoa Física ou Jurídica para prestação de serviços de locação de veículos (Tipo: caminhão pipa), para transporte de água para as diversas comunidades rurais do município de Natuba-PB.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULOS DESTINADOS A TRANSPORTAR ESTUDANTES PARA AS ESCOLAS DESTE MUNICÍPIO.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE ESCOLAR DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE EDUCAÇÃO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEICULOS DESTINADOS AO TRANSPORTE ESCOLAR DA REDE MUNICIPAL DE ENSINO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
contratação de pessoa física ou jurídica para a prestação de serviço de locação de veículos, com condutor, para o transporte escolar dos alunos da rede municipal de ensino;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE VEÍCULOS PARA MANUTENÇÃO DAS ATIVIDADES DA SECRETARIA DE OBRAS, TRANSPORTE E SERVIÇOS URBANOS;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
A contratação de pessoa física ou jurídica para a prestação de serviço de locação de veículos, com condutor, para o transporte escolar dos alunos da rede municipal de ensino;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de pessoa física ou jurídica para a prestação de serviços de locação e condução de veículos para atender o transporte escolar da rede municipal de ensino.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
CONTRATAÇÃO DE PESSOA(S) FÍSICA(S) OU JURÍDICA(S) PARA LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE ESCOLAR DESTINADOS AO ATENDIMENTO DAS NECESSIDADES DA SECRETARIA DE EDUCAÇÃO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULOS DESTINADOS AO TRANSPORTE ESCOLAR DOS ESTUDANTES DA REDE MUNICIPAL E ESTADUAL DE ENSINO DESTE MUNICÍPIO.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULOS DESTINADOS A TRANSPORTAR ESTUDANTES PARA AS ESCOLAS DESTE MUNICÍPIO.;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Prestação de Serviços na locação de veículos para o Transporte de alunos da Rede Municipal de Ensino, destinado ao desenvolvimento e manutenção dos programas, ações e atividades da Secretaria de Educação da Prefeitura Municipal de Cacimbas <U+0096> PB;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
LOCAÇÃO DE VEÍCULO E SERVIÇOS DE TRANSPORTES PARA MANUTENÇÃO DAS ATIVIDADES DAS DIVERSAS SECRETARIAS E FUNDO MUNICIPAL DE SAÚDE DE LAGOA DE DENTRO;LOCAÇÃO DE VEÍCULOS;LOCAÇÃO DE VEÍCULOS PARA TRANSPORTE DE SERVIDORES E OUTRAS PESSOAS COM A FINALIDADE DE CUMPRIR AS ATIVIDADES DA ADMINISTRAÇÃO.
Contratação de Locação de Imóvel situado a Rua Minas Gerais, 430 <U+0096> Liberdade, destinado ao funcionamento do CRAS Liberdade, até 31 de dezembro de 2019,;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA FUNCIONAMENTO DA SECRETARIA MUNICIPAL DE CONTROLE SOCIAL - SMCS;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóvel destinado para funcionamento de atividades físicas do NASF - Saúde;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de Plotter;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Contratação de empresa especializada em Locação de disciplinadores, para atender as necessidades da Secretaria de Turismo.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL DESTINADO AO FUNCIONAMENTO DAS ATIVIDADES DO CONSELHO TUTELAR SUL PATOS - PB, DURANTE O EXERCÍCIO DE 2019.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMÓVEL PARA O FUNCIONAMENTO DA VIGILÂNCIA EM SAÚDE, PARA ATENDER AS SECRETARIA MUNICIPAL DE SAÚDE NO MUNICÍPIO DE BARRA DE SANTANA;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMPRESSORAS MULTIFUNCIONAL PARA ATENDER AS NECESSIDADES DAS SECRETARIAS DESTE MUNICÍPIO;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
SERVIÇOS DE LOCAÇÃO DE SOM, DESTINADO ÀS COMEMORAÇÕES JUNINAS DESTE MUNICÍPIO;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de imóveis.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
LOCAÇÃO DE IMOVÉL SITUADO NA RUA MANOEL ELIAS DE ARAÚJO Nº 586, SANTO ANTONIO, CAMPINA GRANDE-PB, PARA FUNCIONAMENTO DA VIGILÂNCIA SANITÁRIA. LOCADOR: EDSON NOBRE BEZERRA DE CARVALHO.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de Plotter;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Locação de Vários Imóveis Destinados a Atender as Necessidades das Secretarias Diversas da Prefeitura Municipal de Mamanguape.;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
Contratação de Locação de Imóvel situado a Rua Coronel José André - 78 <U+0096> Centro, destinado ao funcionamento da Associação dos Diabéticos até 31 de dezembro de 2019,;LOCAÇÃO DE IMÓVEIS;REMUNERAÇÃO DE SERVIÇOS DE ALUGUEL DE PRÉDIOS, SALAS E OUTROS IMÓVEIS.
